"name","gene","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6"
"gene-SAUSA300_RS10150","gene-SAUSA300_RS10150",4,0,2,8,4,6
"gene-SAUSA300_RS10155","gene-SAUSA300_RS10155",14,16,28,32,26,34
"gene-SAUSA300_RS10160","gene-SAUSA300_RS10160",41,31,52,44,45,38
"gene-SAUSA300_RS10165","gene-SAUSA300_RS10165",2,0,0,2,0,4
"gene-SAUSA300_RS10170","gene-SAUSA300_RS10170",94,126,128,212,150,175
"gene-SAUSA300_RS10175","gene-SAUSA300_RS10175",58,70,36,87,64,65
"gene-SAUSA300_RS10180","gene-SAUSA300_RS10180",54,18,62,36,44,30
"gene-SAUSA300_RS10185","gene-SAUSA300_RS10185",6,10,4,22,12,8
"gene-SAUSA300_RS10190","gene-SAUSA300_RS10190",6,0,6,6,6,9
"gene-SAUSA300_RS10195","gene-SAUSA300_RS10195",0,0,0,0,2,0
"gene-SAUSA300_RS10200","gene-SAUSA300_RS10200",0,0,0,0,0,0
"gene-SAUSA300_RS10205","gene-SAUSA300_RS10205",4,20,12,24,34,23
"gene-SAUSA300_RS10215","gene-SAUSA300_RS10215",0,0,0,0,0,2
"gene-SAUSA300_RS10230","gene-SAUSA300_RS10230",0,0,0,0,0,0
"gene-SAUSA300_RS10235","gene-SAUSA300_RS10235",0,0,0,0,0,0
"gene-SAUSA300_RS10240","gene-SAUSA300_RS10240",7,10,9,10,12,12
"gene-SAUSA300_RS10245","gene-SAUSA300_RS10245",15,4,10,29,20,21
"gene-SAUSA300_RS10250","gene-SAUSA300_RS10250",18,22,26,58,32,83
"gene-SAUSA300_RS10255","gene-SAUSA300_RS10255",0,0,0,0,0,0
"gene-SAUSA300_RS10260","gene-SAUSA300_RS10260",6,2,0,6,12,6
"gene-SAUSA300_RS10265","gene-SAUSA300_RS10265",20,14,18,28,30,30
"gene-SAUSA300_RS10270","gene-SAUSA300_RS10270",4,12,4,6,5,2
"gene-SAUSA300_RS10275","gene-SAUSA300_RS10275",6,6,17,7,11,27
"gene-SAUSA300_RS10280","gene-SAUSA300_RS10280",16,9,17,30,31,31
"gene-SAUSA300_RS10285","gene-SAUSA300_RS10285",0,0,0,0,0,0
"gene-SAUSA300_RS10290","gene-SAUSA300_RS10290",34,30,32,58,61,72
"gene-SAUSA300_RS10295","gene-SAUSA300_RS10295",13,13,9,13,14,13
"gene-SAUSA300_RS10300","gene-SAUSA300_RS10300",0,0,0,0,0,0
"gene-SAUSA300_RS10305","gene-SAUSA300_RS10305",24,36,26,32,40,30
"gene-SAUSA300_RS10310","gene-SAUSA300_RS10310",25,20,38,36,23,22
"gene-SAUSA300_RS10315","gene-SAUSA300_RS10315",18,31,18,26,18,24
"gene-SAUSA300_RS10320","gene-SAUSA300_RS10320",4,8,6,8,10,16
"gene-SAUSA300_RS10325","gene-SAUSA300_RS10325",0,2,0,2,1,3
"gene-SAUSA300_RS10330","gene-SAUSA300_RS10330",1,2,10,10,15,10
"gene-SAUSA300_RS10335","gene-SAUSA300_RS10335",31,30,32,23,19,22
"gene-SAUSA300_RS10340","gene-SAUSA300_RS10340",31,17,28,6,2,6
"gene-SAUSA300_RS10345","gene-SAUSA300_RS10345",9,7,8,2,0,0
"gene-SAUSA300_RS10350","gene-SAUSA300_RS10350",0,1,3,2,5,1
"gene-SAUSA300_RS10355","gene-SAUSA300_RS10355",17,20,19,49,27,30
"gene-SAUSA300_RS10360","gene-SAUSA300_RS10360",46,39,42,112,86,77
"gene-SAUSA300_RS10365","gene-SAUSA300_RS10365",28,48,43,84,82,92
"gene-SAUSA300_RS10370","gene-SAUSA300_RS10370",20,11,24,4,18,8
"gene-SAUSA300_RS10375","gene-SAUSA300_RS10375",0,6,6,0,0,0
"gene-SAUSA300_RS10380","gene-SAUSA300_RS10380",0,0,0,1,0,0
"gene-SAUSA300_RS10385","gene-SAUSA300_RS10385",10,6,20,19,23,20
"gene-SAUSA300_RS10390","gene-SAUSA300_RS10390",5,8,3,10,9,4
"gene-SAUSA300_RS10395","gene-SAUSA300_RS10395",55,51,38,82,70,111
"gene-SAUSA300_RS10400","gene-SAUSA300_RS10400",75,108,100,143,112,105
"gene-SAUSA300_RS10405","gene-SAUSA300_RS10405",0,0,0,0,0,0
"gene-SAUSA300_RS10410","gene-SAUSA300_RS10410",76,94,100,153,134,116
"gene-SAUSA300_RS10415","gene-SAUSA300_RS10415",8,4,10,2,14,8
"gene-SAUSA300_RS10420","gene-SAUSA300_RS10420",0,4,0,0,0,1
"gene-SAUSA300_RS15465","gene-SAUSA300_RS15465",0,0,1,0,0,3
"gene-SAUSA300_RS10425","gene-SAUSA300_RS10425",38,54,21,16,40,30
"gene-SAUSA300_RS10430","gene-SAUSA300_RS10430",8,0,6,2,11,2
"gene-SAUSA300_RS10435","gene-SAUSA300_RS10435",11,10,24,53,39,49
"gene-SAUSA300_RS10440","gene-SAUSA300_RS10440",1,4,3,8,4,0
"gene-SAUSA300_RS10445","gene-SAUSA300_RS10445",0,0,0,0,4,0
"gene-SAUSA300_RS10450","gene-SAUSA300_RS10450",94,70,66,234,262,254
"gene-SAUSA300_RS10455","gene-SAUSA300_RS10455",1,0,0,2,7,6
"gene-SAUSA300_RS10460","gene-SAUSA300_RS10460",4,6,6,42,32,35
"gene-SAUSA300_RS10465","gene-SAUSA300_RS10465",0,0,0,1,1,0
"gene-SAUSA300_RS10470","gene-SAUSA300_RS10470",0,4,6,44,31,41
"gene-SAUSA300_RS10475","gene-SAUSA300_RS10475",2,4,2,30,30,35
"gene-SAUSA300_RS10480","gene-SAUSA300_RS10480",0,0,1,0,1,1
"gene-SAUSA300_RS10485","gene-SAUSA300_RS10485",0,0,0,0,0,0
"gene-SAUSA300_RS10490","gene-SAUSA300_RS10490",66,60,64,131,108,124
"gene-SAUSA300_RS16105","gene-SAUSA300_RS16105",2,0,6,8,4,2
"gene-SAUSA300_RS16120","gene-SAUSA300_RS16120",0,0,1,3,5,4
"gene-SAUSA300_RS10500","gene-SAUSA300_RS10500",18,13,19,31,16,14
"gene-SAUSA300_RS10505","gene-SAUSA300_RS10505",17,26,15,3,4,0
"gene-SAUSA300_RS10510","gene-SAUSA300_RS10510",1,0,0,1,2,2
"gene-SAUSA300_RS16110","gene-SAUSA300_RS16110",0,0,0,2,0,0
"gene-SAUSA300_RS10520","gene-SAUSA300_RS10520",6,1,2,2,3,2
"gene-SAUSA300_RS10525","gene-SAUSA300_RS10525",651,540,566,140,118,142
"gene-SAUSA300_RS10530","gene-SAUSA300_RS10530",8,7,2,0,0,0
"gene-SAUSA300_RS15815","gene-SAUSA300_RS15815",0,1,2,2,0,0
"gene-SAUSA300_RS10540","gene-SAUSA300_RS10540",231,209,210,142,155,119
"gene-SAUSA300_RS10545","gene-SAUSA300_RS10545",2,0,0,0,2,1
"gene-SAUSA300_RS10550","gene-SAUSA300_RS10550",0,0,0,0,0,0
"gene-SAUSA300_RS10555","gene-SAUSA300_RS10555",0,0,0,0,0,0
"gene-SAUSA300_RS15490","gene-SAUSA300_RS15490",6,4,6,3,2,1
"gene-SAUSA300_RS10565","gene-SAUSA300_RS10565",8,6,0,0,2,0
"gene-SAUSA300_RS10570","gene-SAUSA300_RS10570",0,0,0,0,0,0
"gene-SAUSA300_RS10575","gene-SAUSA300_RS10575",0,0,0,0,2,0
"gene-SAUSA300_RS10580","gene-SAUSA300_RS10580",19,16,4,12,8,12
"gene-SAUSA300_RS10585","gene-SAUSA300_RS10585",4,6,2,0,2,2
"gene-SAUSA300_RS10590","gene-SAUSA300_RS10590",28,28,14,16,22,12
"gene-SAUSA300_RS16080","gene-SAUSA300_RS16080",0,1,0,0,0,2
"gene-SAUSA300_RS10600","gene-SAUSA300_RS10600",4,2,2,2,0,0
"gene-SAUSA300_RS15495","gene-SAUSA300_RS15495",5,3,2,2,2,1
"gene-SAUSA300_RS10605","gene-SAUSA300_RS10605",2,3,0,0,0,0
"gene-SAUSA300_RS10610","gene-SAUSA300_RS10610",0,0,0,2,0,0
"gene-SAUSA300_RS10615","gene-SAUSA300_RS10615",10,9,4,2,3,7
"gene-SAUSA300_RS10620","gene-SAUSA300_RS10620",2,0,0,0,0,2
"gene-SAUSA300_RS10625","gene-SAUSA300_RS10625",0,0,0,2,0,0
"gene-SAUSA300_RS10630","gene-SAUSA300_RS10630",2,2,0,0,0,0
"gene-SAUSA300_RS10635","gene-SAUSA300_RS10635",8,9,8,0,4,2
"gene-SAUSA300_RS10640","gene-SAUSA300_RS10640",1,1,0,2,0,0
"gene-SAUSA300_RS10645","gene-SAUSA300_RS10645",2,4,2,4,0,0
"gene-SAUSA300_RS10650","gene-SAUSA300_RS10650",0,6,2,0,0,0
"gene-SAUSA300_RS10655","gene-SAUSA300_RS10655",0,0,0,0,0,0
"gene-SAUSA300_RS10660","gene-SAUSA300_RS10660",2,2,0,0,0,0
"gene-SAUSA300_RS10665","gene-SAUSA300_RS10665",3,6,4,14,7,7
"gene-SAUSA300_RS10670","gene-SAUSA300_RS10670",2,0,0,2,0,5
"gene-SAUSA300_RS10675","gene-SAUSA300_RS10675",0,0,0,0,0,0
"gene-SAUSA300_RS10680","gene-SAUSA300_RS10680",2,2,0,2,1,3
"gene-SAUSA300_RS10685","gene-SAUSA300_RS10685",3,0,0,0,0,1
"gene-SAUSA300_RS10690","gene-SAUSA300_RS10690",1,0,0,0,0,0
"gene-SAUSA300_RS10695","gene-SAUSA300_RS10695",6,2,0,0,4,6
"gene-SAUSA300_RS10700","gene-SAUSA300_RS10700",0,0,0,0,0,0
"gene-SAUSA300_RS10705","gene-SAUSA300_RS10705",0,3,0,1,2,2
"gene-SAUSA300_RS10710","gene-SAUSA300_RS10710",0,0,0,0,0,0
"gene-SAUSA300_RS10715","gene-SAUSA300_RS10715",1,0,0,0,1,0
"gene-SAUSA300_RS10720","gene-SAUSA300_RS10720",2,0,0,0,2,0
"gene-SAUSA300_RS10725","gene-SAUSA300_RS10725",0,2,0,0,2,0
"gene-SAUSA300_RS10730","gene-SAUSA300_RS10730",0,2,2,0,2,0
"gene-SAUSA300_RS10735","gene-SAUSA300_RS10735",2,3,2,0,2,8
"gene-SAUSA300_RS10740","gene-SAUSA300_RS10740",0,0,2,0,0,0
"gene-SAUSA300_RS10745","gene-SAUSA300_RS10745",2,0,0,0,2,0
"gene-SAUSA300_RS10750","gene-SAUSA300_RS10750",6,8,2,0,7,4
"gene-SAUSA300_RS10755","gene-SAUSA300_RS10755",3,4,10,6,4,4
"gene-SAUSA300_RS15500","gene-SAUSA300_RS15500",0,2,0,0,2,1
"gene-SAUSA300_RS10760","gene-SAUSA300_RS10760",0,0,0,4,0,4
"gene-SAUSA300_RS10765","gene-SAUSA300_RS10765",0,4,0,2,0,2
"gene-SAUSA300_RS10770","gene-SAUSA300_RS10770",0,0,0,0,2,2
"gene-SAUSA300_RS10775","gene-SAUSA300_RS10775",0,3,0,2,3,0
"gene-SAUSA300_RS10780","gene-SAUSA300_RS10780",44,70,17,15,37,14
"gene-SAUSA300_RS15890","gene-SAUSA300_RS15890",0,2,0,0,1,0
"gene-SAUSA300_RS10785","gene-SAUSA300_RS10785",17,10,2,2,9,12
"gene-SAUSA300_RS10790","gene-SAUSA300_RS10790",6,7,4,0,2,5
"gene-SAUSA300_RS10795","gene-SAUSA300_RS10795",4,5,0,0,0,1
"gene-SAUSA300_RS10800","gene-SAUSA300_RS10800",2,0,0,0,0,0
"gene-SAUSA300_RS10805","gene-SAUSA300_RS10805",0,0,0,0,0,0
"gene-SAUSA300_RS10810","gene-SAUSA300_RS10810",4,2,1,0,2,2
"gene-SAUSA300_RS10815","gene-SAUSA300_RS10815",0,0,2,0,1,0
"gene-SAUSA300_RS10820","gene-SAUSA300_RS10820",0,0,0,3,0,0
"gene-SAUSA300_RS10825","gene-SAUSA300_RS10825",0,2,5,1,0,0
"gene-SAUSA300_RS10830","gene-SAUSA300_RS10830",0,0,0,2,0,8
"gene-SAUSA300_RS10835","gene-SAUSA300_RS10835",8,4,10,8,4,6
"gene-SAUSA300_RS10840","gene-SAUSA300_RS10840",4,4,0,0,2,5
"gene-SAUSA300_RS10845","gene-SAUSA300_RS10845",142,136,208,22,8,12
"gene-SAUSA300_RS10850","gene-SAUSA300_RS10850",95,103,86,4,12,14
"gene-SAUSA300_RS10855","gene-SAUSA300_RS10855",92,98,106,106,66,92
"gene-SAUSA300_RS10860","gene-SAUSA300_RS10860",0,2,0,0,0,0
"gene-SAUSA300_RS10865","gene-SAUSA300_RS10865",0,0,0,0,0,0
"gene-SAUSA300_RS10870","gene-SAUSA300_RS10870",22,14,12,10,2,6
"gene-SAUSA300_RS10875","gene-SAUSA300_RS10875",22,16,32,50,26,33
"gene-SAUSA300_RS10880","gene-SAUSA300_RS10880",10,9,16,2,16,11
"gene-SAUSA300_RS10885","gene-SAUSA300_RS10885",2,0,0,2,0,0
"gene-SAUSA300_RS10890","gene-SAUSA300_RS10890",0,0,0,0,0,0
"gene-SAUSA300_RS15515","gene-SAUSA300_RS15515",1,0,4,6,4,4
"gene-SAUSA300_RS10900","gene-SAUSA300_RS10900",85,102,90,220,233,277
"gene-SAUSA300_RS10905","gene-SAUSA300_RS10905",22,12,4,46,49,33
"gene-SAUSA300_RS10910","gene-SAUSA300_RS10910",2,0,0,6,4,4
"gene-SAUSA300_RS10915","gene-SAUSA300_RS10915",34,34,34,54,51,54
"gene-SAUSA300_RS10920","gene-SAUSA300_RS10920",2,0,4,8,7,7
"gene-SAUSA300_RS10925","gene-SAUSA300_RS10925",83,75,63,66,76,74
"gene-SAUSA300_RS16125","gene-SAUSA300_RS16125",3973,4912,2980,1559,1775,1901
"gene-SAUSA300_RS10935","gene-SAUSA300_RS10935",5578,6030,7178,3339,2788,2773
"gene-SAUSA300_RS10940","gene-SAUSA300_RS10940",305,381,424,183,150,141
"gene-SAUSA300_RS10945","gene-SAUSA300_RS10945",4062,3881,3704,1844,1987,1680
"gene-SAUSA300_RS10950","gene-SAUSA300_RS10950",4344,4656,5678,3028,2635,2545
"gene-SAUSA300_RS10955","gene-SAUSA300_RS10955",0,0,0,0,0,0
"gene-SAUSA300_RS10960","gene-SAUSA300_RS10960",25,40,42,36,42,26
"gene-SAUSA300_RS10965","gene-SAUSA300_RS10965",35,8,33,73,42,80
"gene-SAUSA300_RS10970","gene-SAUSA300_RS10970",0,0,0,6,7,2
"gene-SAUSA300_RS10975","gene-SAUSA300_RS10975",0,0,0,0,1,0
"gene-SAUSA300_RS10980","gene-SAUSA300_RS10980",0,2,2,0,0,3
"gene-SAUSA300_RS10985","gene-SAUSA300_RS10985",8,6,2,4,2,5
"gene-SAUSA300_RS10990","gene-SAUSA300_RS10990",14,4,12,16,18,14
"gene-SAUSA300_RS10995","gene-SAUSA300_RS10995",0,6,2,6,6,4
"gene-SAUSA300_RS11000","gene-SAUSA300_RS11000",0,0,0,1,0,0
"gene-SAUSA300_RS11005","gene-SAUSA300_RS11005",2,2,0,4,2,0
"gene-SAUSA300_RS11010","gene-SAUSA300_RS11010",8,10,4,7,8,6
"gene-SAUSA300_RS11015","gene-SAUSA300_RS11015",2,0,0,0,0,4
"gene-SAUSA300_RS11020","gene-SAUSA300_RS11020",0,0,0,2,0,0
"gene-SAUSA300_RS11025","gene-SAUSA300_RS11025",0,0,0,0,0,2
"gene-SAUSA300_RS11030","gene-SAUSA300_RS11030",0,0,0,0,0,0
"gene-SAUSA300_RS11035","gene-SAUSA300_RS11035",42,49,26,22,30,45
"gene-SAUSA300_RS11040","gene-SAUSA300_RS11040",95,92,43,36,56,44
"gene-SAUSA300_RS11045","gene-SAUSA300_RS11045",4,2,12,6,11,4
"gene-SAUSA300_RS11050","gene-SAUSA300_RS11050",164,123,77,61,68,74
"gene-SAUSA300_RS11055","gene-SAUSA300_RS11055",123,103,98,78,100,111
"gene-SAUSA300_RS11060","gene-SAUSA300_RS11060",84,100,114,132,72,102
"gene-SAUSA300_RS11065","gene-SAUSA300_RS11065",65,62,63,81,53,81
"gene-SAUSA300_RS11070","gene-SAUSA300_RS11070",21,23,27,36,25,30
"gene-SAUSA300_RS11075","gene-SAUSA300_RS11075",21,27,27,39,30,41
"gene-SAUSA300_RS11110","gene-SAUSA300_RS11110",6,8,9,16,5,10
"gene-SAUSA300_RS11115","gene-SAUSA300_RS11115",18,24,22,18,23,14
"gene-SAUSA300_RS11120","gene-SAUSA300_RS11120",29,35,26,40,38,20
"gene-SAUSA300_RS11125","gene-SAUSA300_RS11125",2,2,6,0,6,0
"gene-SAUSA300_RS11130","gene-SAUSA300_RS11130",12,2,0,5,3,16
"gene-SAUSA300_RS11135","gene-SAUSA300_RS11135",4,0,0,10,20,16
"gene-SAUSA300_RS11145","gene-SAUSA300_RS11145",4,3,0,13,9,8
"gene-SAUSA300_RS11150","gene-SAUSA300_RS11150",14,13,10,15,23,13
"gene-SAUSA300_RS11155","gene-SAUSA300_RS11155",98,79,70,200,272,266
"gene-SAUSA300_RS11160","gene-SAUSA300_RS11160",15,24,16,81,81,73
"gene-SAUSA300_RS11165","gene-SAUSA300_RS11165",6,2,7,18,8,20
"gene-SAUSA300_RS11170","gene-SAUSA300_RS11170",34,25,20,68,52,97
"gene-SAUSA300_RS11175","gene-SAUSA300_RS11175",0,2,4,2,0,0
"gene-SAUSA300_RS11180","gene-SAUSA300_RS11180",6,1,0,2,7,4
"gene-SAUSA300_RS11185","gene-SAUSA300_RS11185",12,8,18,14,15,6
"gene-SAUSA300_RS11190","gene-SAUSA300_RS11190",3,2,2,2,2,2
"gene-SAUSA300_RS11195","gene-SAUSA300_RS11195",0,0,0,0,0,0
"gene-SAUSA300_RS11200","gene-SAUSA300_RS11200",20,6,10,12,12,4
"gene-SAUSA300_RS11205","gene-SAUSA300_RS11205",0,8,4,0,0,0
"gene-SAUSA300_RS11210","gene-SAUSA300_RS11210",56,58,36,60,92,60
"gene-SAUSA300_RS11215","gene-SAUSA300_RS11215",63,49,69,145,170,175
"gene-SAUSA300_RS11220","gene-SAUSA300_RS11220",26,10,14,79,133,74
"gene-SAUSA300_RS11225","gene-SAUSA300_RS11225",1,4,2,18,17,28
"gene-SAUSA300_RS11230","gene-SAUSA300_RS11230",121,182,100,162,234,191
"gene-SAUSA300_RS11235","gene-SAUSA300_RS11235",1,0,4,3,1,6
"gene-SAUSA300_RS11240","gene-SAUSA300_RS11240",1,5,3,5,5,4
"gene-SAUSA300_RS11245","gene-SAUSA300_RS11245",8,15,12,24,29,26
"gene-SAUSA300_RS11250","gene-SAUSA300_RS11250",13,11,6,19,9,2
"gene-SAUSA300_RS11265","gene-SAUSA300_RS11265",95,96,76,76,74,58
"gene-SAUSA300_RS11270","gene-SAUSA300_RS11270",0,2,0,0,0,0
"gene-SAUSA300_RS11275","gene-SAUSA300_RS11275",1,0,0,0,2,0
"gene-SAUSA300_RS11280","gene-SAUSA300_RS11280",0,0,0,0,0,0
"gene-SAUSA300_RS11285","gene-SAUSA300_RS11285",2,0,0,0,0,0
"gene-SAUSA300_RS11295","gene-SAUSA300_RS11295",0,0,0,0,0,0
"gene-SAUSA300_RS11300","gene-SAUSA300_RS11300",18,32,22,22,10,24
"gene-SAUSA300_RS11305","gene-SAUSA300_RS11305",4,0,2,12,4,8
"gene-SAUSA300_RS11310","gene-SAUSA300_RS11310",28,34,24,18,15,22
"gene-SAUSA300_RS11315","gene-SAUSA300_RS11315",51,51,69,46,19,33
"gene-SAUSA300_RS11320","gene-SAUSA300_RS11320",2,6,5,4,2,3
"gene-SAUSA300_RS11325","gene-SAUSA300_RS11325",0,0,0,0,0,0
"gene-SAUSA300_RS11330","gene-SAUSA300_RS11330",83,118,109,135,98,112
"gene-SAUSA300_RS11335","gene-SAUSA300_RS11335",359,391,322,349,335,310
"gene-SAUSA300_RS11340","gene-SAUSA300_RS11340",145,128,180,189,156,183
"gene-SAUSA300_RS11345","gene-SAUSA300_RS11345",113,152,154,193,189,180
"gene-SAUSA300_RS11350","gene-SAUSA300_RS11350",67,75,72,111,64,104
"gene-SAUSA300_RS11355","gene-SAUSA300_RS11355",60,69,55,86,98,86
"gene-SAUSA300_RS11360","gene-SAUSA300_RS11360",73,80,99,131,99,125
"gene-SAUSA300_RS11365","gene-SAUSA300_RS11365",280,311,326,554,467,572
"gene-SAUSA300_RS11370","gene-SAUSA300_RS11370",175,139,126,135,149,121
"gene-SAUSA300_RS11375","gene-SAUSA300_RS11375",540,505,515,738,718,751
"gene-SAUSA300_RS11380","gene-SAUSA300_RS11380",378,374,296,617,413,443
"gene-SAUSA300_RS11385","gene-SAUSA300_RS11385",852,794,657,887,991,777
"gene-SAUSA300_RS11390","gene-SAUSA300_RS11390",318,294,185,362,318,257
"gene-SAUSA300_RS11395","gene-SAUSA300_RS11395",0,0,2,0,0,0
"gene-SAUSA300_RS11400","gene-SAUSA300_RS11400",2,0,2,0,0,4
"gene-SAUSA300_RS11405","gene-SAUSA300_RS11405",22,16,16,8,15,8
"gene-SAUSA300_RS11410","gene-SAUSA300_RS11410",10,12,14,15,15,10
"gene-SAUSA300_RS11415","gene-SAUSA300_RS11415",3,0,4,5,8,7
"gene-SAUSA300_RS11420","gene-SAUSA300_RS11420",12,21,12,18,12,22
"gene-SAUSA300_RS11425","gene-SAUSA300_RS11425",111,70,82,56,56,79
"gene-SAUSA300_RS11430","gene-SAUSA300_RS11430",448,546,510,412,384,412
"gene-SAUSA300_RS11435","gene-SAUSA300_RS11435",28,57,52,36,30,56
"gene-SAUSA300_RS11440","gene-SAUSA300_RS11440",98,75,100,70,51,74
"gene-SAUSA300_RS11445","gene-SAUSA300_RS11445",566,516,430,662,660,648
"gene-SAUSA300_RS11450","gene-SAUSA300_RS11450",2,0,0,4,0,0
"gene-SAUSA300_RS11455","gene-SAUSA300_RS11455",16,16,14,34,10,20
"gene-SAUSA300_RS11460","gene-SAUSA300_RS11460",2,8,4,20,10,22
"gene-SAUSA300_RS11465","gene-SAUSA300_RS11465",0,0,0,2,22,8
"gene-SAUSA300_RS11475","gene-SAUSA300_RS11475",0,4,4,8,6,2
"gene-SAUSA300_RS11480","gene-SAUSA300_RS11480",2,6,8,8,6,10
"gene-SAUSA300_RS11485","gene-SAUSA300_RS11485",6,13,8,8,11,18
"gene-SAUSA300_RS11490","gene-SAUSA300_RS11490",8,6,8,4,4,6
"gene-SAUSA300_RS11495","gene-SAUSA300_RS11495",12,16,10,20,22,34
"gene-SAUSA300_RS11500","gene-SAUSA300_RS11500",109,139,144,105,102,96
"gene-SAUSA300_RS11505","gene-SAUSA300_RS11505",201,194,248,253,263,215
"gene-SAUSA300_RS11515","gene-SAUSA300_RS11515",46,50,70,90,55,62
"gene-SAUSA300_RS11520","gene-SAUSA300_RS11520",26,18,22,14,12,24
"gene-SAUSA300_RS11525","gene-SAUSA300_RS11525",6,10,18,28,14,18
"gene-SAUSA300_RS11530","gene-SAUSA300_RS11530",18,23,30,30,22,30
"gene-SAUSA300_RS11535","gene-SAUSA300_RS11535",0,21,8,22,22,16
"gene-SAUSA300_RS11540","gene-SAUSA300_RS11540",0,1,2,0,0,0
"gene-SAUSA300_RS11545","gene-SAUSA300_RS11545",8,4,4,2,0,2
"gene-SAUSA300_RS11550","gene-SAUSA300_RS11550",105,94,174,147,122,150
"gene-SAUSA300_RS11555","gene-SAUSA300_RS11555",1,2,0,0,4,2
"gene-SAUSA300_RS11560","gene-SAUSA300_RS11560",3,11,8,2,8,2
"gene-SAUSA300_RS11565","gene-SAUSA300_RS11565",12,10,12,78,108,60
"gene-SAUSA300_RS11570","gene-SAUSA300_RS11570",114,77,76,41,46,56
"gene-SAUSA300_RS15820","gene-SAUSA300_RS15820",4,7,3,2,8,6
"gene-SAUSA300_RS11580","gene-SAUSA300_RS11580",0,2,0,0,0,0
"gene-SAUSA300_RS11585","gene-SAUSA300_RS11585",0,0,0,0,0,0
"gene-SAUSA300_RS11590","gene-SAUSA300_RS11590",24,24,16,30,32,34
"gene-SAUSA300_RS11595","gene-SAUSA300_RS11595",4,12,16,12,12,14
"gene-SAUSA300_RS11600","gene-SAUSA300_RS11600",202,191,262,227,231,230
"gene-SAUSA300_RS11605","gene-SAUSA300_RS11605",1052,890,783,772,812,831
"gene-SAUSA300_RS11610","gene-SAUSA300_RS11610",538,440,277,346,514,390
"gene-SAUSA300_RS11615","gene-SAUSA300_RS11615",188,132,99,127,140,125
"gene-SAUSA300_RS11620","gene-SAUSA300_RS11620",331,264,224,251,263,260
"gene-SAUSA300_RS11625","gene-SAUSA300_RS11625",12,20,20,12,14,14
"gene-SAUSA300_RS11630","gene-SAUSA300_RS11630",103,107,151,225,119,189
"gene-SAUSA300_RS11635","gene-SAUSA300_RS11635",24,45,29,59,61,42
"gene-SAUSA300_RS11640","gene-SAUSA300_RS11640",36,40,32,53,55,49
"gene-SAUSA300_RS11645","gene-SAUSA300_RS11645",36,58,36,198,193,208
"gene-SAUSA300_RS11650","gene-SAUSA300_RS11650",0,2,0,2,2,2
"gene-SAUSA300_RS15540","gene-SAUSA300_RS15540",1,0,0,0,0,0
"gene-SAUSA300_RS11700","gene-SAUSA300_RS11700",1,0,0,0,0,0
"gene-SAUSA300_RS11705","gene-SAUSA300_RS11705",22,20,30,70,52,62
"gene-SAUSA300_RS11710","gene-SAUSA300_RS11710",48,42,45,81,66,37
"gene-SAUSA300_RS11715","gene-SAUSA300_RS11715",0,0,0,2,0,2
"gene-SAUSA300_RS11720","gene-SAUSA300_RS11720",0,0,4,24,8,12
"gene-SAUSA300_RS11725","gene-SAUSA300_RS11725",3,10,12,13,11,4
"gene-SAUSA300_RS11730","gene-SAUSA300_RS11730",18,34,12,46,63,79
"gene-SAUSA300_RS11735","gene-SAUSA300_RS11735",26,28,14,14,26,28
"gene-SAUSA300_RS11740","gene-SAUSA300_RS11740",54,48,12,52,76,100
"gene-SAUSA300_RS11745","gene-SAUSA300_RS11745",4,4,2,2,12,6
"gene-SAUSA300_RS11750","gene-SAUSA300_RS11750",2,8,6,14,14,14
"gene-SAUSA300_RS11755","gene-SAUSA300_RS11755",0,0,0,3,2,6
"gene-SAUSA300_RS11760","gene-SAUSA300_RS11760",21,8,8,12,30,12
"gene-SAUSA300_RS11765","gene-SAUSA300_RS11765",0,0,0,0,0,0
"gene-SAUSA300_RS11770","gene-SAUSA300_RS11770",0,4,4,0,10,4
"gene-SAUSA300_RS11775","gene-SAUSA300_RS11775",30,34,21,38,42,34
"gene-SAUSA300_RS11780","gene-SAUSA300_RS11780",0,0,0,4,0,0
"gene-SAUSA300_RS11785","gene-SAUSA300_RS11785",4,8,12,14,6,20
"gene-SAUSA300_RS15545","gene-SAUSA300_RS15545",0,0,0,0,0,0
"gene-SAUSA300_RS11805","gene-SAUSA300_RS11805",1912,2059,2235,2948,2581,2761
"gene-SAUSA300_RS11810","gene-SAUSA300_RS11810",627,694,1073,1538,1103,1215
"gene-SAUSA300_RS11815","gene-SAUSA300_RS11815",1859,1941,3112,3941,3391,3390
"gene-SAUSA300_RS11820","gene-SAUSA300_RS11820",130,145,165,383,391,343
"gene-SAUSA300_RS11825","gene-SAUSA300_RS11825",6,18,18,18,8,18
"gene-SAUSA300_RS11830","gene-SAUSA300_RS11830",144,114,167,310,281,356
"gene-SAUSA300_RS11835","gene-SAUSA300_RS11835",13,16,20,52,68,91
"gene-SAUSA300_RS11840","gene-SAUSA300_RS11840",4,4,6,4,6,2
"gene-SAUSA300_RS11845","gene-SAUSA300_RS11845",2,6,6,4,0,6
"gene-SAUSA300_RS11850","gene-SAUSA300_RS11850",0,2,0,0,0,0
"gene-SAUSA300_RS11855","gene-SAUSA300_RS11855",0,1,0,0,0,2
"gene-SAUSA300_RS11860","gene-SAUSA300_RS11860",3,2,0,4,0,0
